pose_index,ego_x,ego_y,ego_z,ego_yaw,bbox_center_x,bbox_center_y,bbox_center_z,bbox_width,bbox_length,bbox_height,bbox_yaw,class_id,class_label,num_points
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,167.18103305597134,130.28530330129027,-41.6340336775512,1.1960836555477101,2.264900430639443,2.9301228777631536,0.0,2,Pole,22
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,167.5920556085435,128.7984572183669,-49.48760641644566,0.727521604234056,2.0250988428590944,1.0816980125368545,0.0,2,Pole,13
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,165.84556749387946,127.12085673892332,-42.66250305961151,2.0748393264535423,2.514398990541153,6.328013223366121,0.0,2,Pole,56
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,162.6714532290667,123.6225934503219,-27.183404425620534,1.734184187067683,3.166486007637644,1.2025624959547017,0.0,2,Pole,23
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,163.33932677780527,120.10753880918747,-28.708569387530332,1.3784277170443602,1.2547482779968533,1.4413981370064768,0.0,2,Pole,12
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,164.08084013767018,131.0432150662959,-26.831633518776535,1.6380565391486073,2.2647520676319743,3.108331453806418,0.0,2,Pole,21
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,165.4923956869245,127.13409638188052,-34.51624489228635,0.8537319436357791,0.3604618288305801,1.5178618460646973,0.0,2,Pole,7
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,164.9083475892986,127.11511575958619,-35.783507099123256,0.7842992098661625,0.2760324189690806,1.394744276340738,0.0,2,Pole,5
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,166.35929022994353,134.6369987438982,-27.436753557416225,1.6206323554856112,1.0823037309891106,0.7842219901955332,0.0,2,Pole,9
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,159.1214561572337,121.62131624776858,-19.206881347988492,2.137851840184169,1.1163180912055566,0.5971174656896281,0.0,2,Pole,14
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,163.1654945676508,127.92448972119067,-28.29755364077847,1.3157965956219186,2.602120809177734,6.433540889947892,0.0,2,Pole,40
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,162.3239083751871,127.65318468110702,-39.54825756754725,1.4738467115428477,0.6038514278904756,1.112823340844379,0.0,2,Pole,9
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,166.92805433437792,130.5924736962645,-37.414596531495626,0.9187109930211363,0.8869435989107899,2.540228049330281,0.0,2,Pole,13
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,162.88642640483377,128.9247626658038,-33.60481099570045,1.3437023499592442,2.091363774498518,3.6227614033794886,0.0,2,Pole,22
3,-149158.46875,-38387.5234375,14950.1162109375,34.17045593261719,166.621961644394,137.91979318333662,-28.034886440047515,1.7249720172317495,0.5956668473477293,0.6080411178228893,0.0,2,Pole,9
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,264.9021809173714,-0.15178280766011354,-11.087072718637804,3.488665113589434,5.04335149912222,21.80381452535291,0.0,0,Antenna,57
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,145.10298301093775,-96.60952506127319,43.232356770985454,8.33429781124164,2.736107716353871,1.3900581692657568,0.0,1,Cable,6
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,143.8145757072466,-90.41799902668205,17.691299247078014,19.74009313799158,6.267935210447547,3.141257634230886,0.0,1,Cable,9
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,207.6281789986774,-129.33178102934616,25.29490796558629,4.369160643029119,1.4138998954206272,0.7041678017181745,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,139.68504233958015,-107.87205920046839,26.668681008653998,4.177166141700326,1.3579585203591478,0.6666381909574497,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,199.83237866988765,-126.91521380265425,26.35337423540623,0.6578435851590996,0.22202018471968188,0.1108307528868302,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,147.75039065887898,-92.19423875655704,35.36869534932316,12.733730254125959,4.054163453927046,2.0819863854460223,0.0,1,Cable,6
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,129.16218792244666,-91.50010861300294,45.95470067963836,1.9826136952965214,0.558132597937373,0.3352794337328646,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,127.79666726753916,-104.14254916303955,28.531034872154947,6.4323700710887834,2.0879635816339572,1.0715299253794477,0.0,1,Cable,8
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,183.16184336749797,-103.22375947845829,20.51477483933524,9.217111667300259,3.0052644481778827,1.442270671084156,0.0,1,Cable,5
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,197.433046475416,-126.35430718470676,17.599558104456897,4.402936988006019,1.457918055276636,0.6910138718082024,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,131.9903158081881,-87.09992621242311,37.93656201633487,5.115094567695422,1.6232684053800028,0.7749860332036036,0.0,1,Cable,3
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,136.02739900587233,-106.51230627556689,36.42772338469996,20.638363171172273,6.65575691870275,3.375243356146278,0.0,1,Cable,13
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,149.81606004534615,-92.64829209168911,25.842045048141216,13.380447807076763,4.195904628843692,2.1471682924959516,0.0,1,Cable,5
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,131.01836040283555,-86.65249746132932,28.857027351543948,1.3891840784129386,0.5243484009677246,0.24413182443468884,0.0,1,Cable,4
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,127.90349358267062,-88.53288078182214,32.12176491444838,2.6776349604255785,5.405186428097366,4.430312650667542,0.0,2,Pole,80
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,127.75003773893701,-88.50037445869654,24.052251707651568,2.9063869098349784,5.510864698743063,2.1173880083938883,0.0,2,Pole,62
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,129.22503108713647,-92.9963314783181,2.5088255945595215,2.583760633227442,2.380120877959669,6.794806007556611,0.0,2,Pole,70
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,125.48877449637979,-94.51792071594164,20.041548509576252,7.409768053343541,16.982172672262053,53.49214437020591,0.0,2,Pole,2230
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,124.8437000240692,-100.5090138942717,22.521031311201767,2.640583073793451,5.663101669403218,4.957494324215727,0.0,2,Pole,104
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,128.798836668617,-96.02182916204227,-0.1876091254224752,3.1571553892014492,5.2534031984836815,4.607084499060608,0.0,2,Pole,47
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,129.41541713820078,-95.21192928134752,1.8218243972995314,0.4238484859431253,1.0947134049778668,0.7860519643786192,0.0,2,Pole,9
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,128.32855373899474,-93.09548155498791,9.357820490605786,2.929498404134833,2.084317203389233,7.165086679131727,0.0,2,Pole,83
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,130.1665096841297,-92.96966864085672,-3.576504786100439,1.5689564468099775,2.4627766041664216,2.0679657342118136,0.0,2,Pole,23
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,126.4661125114328,-90.96887894145152,-1.2853638063069799,1.6282852965470056,0.7804908984635262,1.867179013467131,0.0,2,Pole,14
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,129.0208801057138,-86.19296524273452,39.1953768086954,0.23463935095912802,0.4624313972354912,1.5453012965954187,0.0,2,Pole,10
4,-146298.328125,-71516.1484375,12660.767578125,34.52610397338867,128.5579326803394,-93.47087480484356,15.199279251499835,1.0907086963441088,1.4450586281273985,4.412267020932918,0.0,2,Pole,27
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,26.571047911357134,-0.530689890739634,-0.36748072788591113,6.299656579483358,5.934234567897041,25.996038200813203,0.0,0,Antenna,15095
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,31.027018567541027,-74.80091876981413,-7.042875470919636,3.0174101032054885,6.722274127731836,1.4731842956856678,0.0,1,Cable,5
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,26.255383953582605,-59.509935509528276,-5.781181625971339,2.4018312595856273,4.722490079602004,0.43490826310003516,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,6.035853051156003,-10.91818267437528,-1.216862811329094,1.4587402654486512,2.314097073609032,0.3293498152098491,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,90.59302664745132,-245.56314390655456,-27.583037029038326,0.03608718799851829,0.09781860334734915,0.042544833710771,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,92.47456723464467,-240.4653269071298,-27.760515836582513,0.045537841231961806,0.025419753531821243,0.001071317543139827,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,93.98729883096982,-235.70054099253548,-18.812247587252216,0.02585671134495726,0.06484323869392483,0.005175410525289692,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,82.66320085385534,-215.5529709749605,-19.318044101332646,0.40601944508159704,1.0786128351133186,0.07495567973050399,0.0,1,Cable,40
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,84.4271042324771,-210.03954153550933,-28.645272861044614,0.6352112239606811,1.6481629719198168,0.09153505186464628,0.0,1,Cable,14
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,139.95767035613318,-111.15705608486388,-11.624989133961432,10.485865480748629,28.274229765557536,0.5417533655285496,0.0,1,Cable,19
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,156.91506824910218,-66.04270796330877,-19.745404569230963,1.7445147424747347,4.650813197495289,0.1133413796058278,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,176.61740484194644,-12.317912229695017,-6.736254932786942,4.461893150806219,12.144780351741321,1.349102824410707,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,160.80930552323062,-4.973013073800871,-15.735692869227586,7.285258830597002,19.82257655361267,2.104265825657553,0.0,1,Cable,11
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,173.69155623157914,29.800951837543035,-11.93661075071161,0.6978061063840642,1.6488806024946854,0.21262232970038042,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,209.17080146488246,74.62851293019138,-5.148562299254565,3.00707452154424,8.027380815243845,1.1903673969179227,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,210.28071040197756,76.89545035884905,-13.874028424811048,4.346084018200088,11.531972080583088,1.6984411992240869,0.0,1,Cable,5
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,202.93481647429837,58.61366065682137,1.6256050642693824,2.0178218498361673,5.53286879148034,0.8378415231744476,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,202.31322852099473,55.430237056081104,-17.022317904353315,1.5327946670568053,4.057421745011283,0.6056305427001583,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,181.75987486514492,52.253209350365516,-18.38872155668088,2.4244755267254448,6.466676079227909,0.8992793364756437,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,164.56695187402866,-9.901503890961767,-0.8195198113753586,1.2487418351627753,3.2399722493046657,0.36886192746526014,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,152.15404576777544,-27.557999928440825,-27.275710904367372,5.299582850343199,14.13546273051039,1.3920055384981609,0.0,1,Cable,8
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,156.9743652182192,-65.26730100591354,-10.62449297279759,2.817185319268333,7.859972903627096,0.23457211570145553,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,138.73457730025075,-100.2144023001483,-6.231308421513543,1.5278626466911192,4.055288346140429,0.1310929652421775,0.0,1,Cable,5
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,128.95624200282873,-90.09109607268398,-29.60553193210806,19.678142651187898,53.03267161819829,1.1328112908925831,0.0,1,Cable,51
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,138.91496710447478,-115.36989693769655,-30.021295793728605,10.67182307845394,28.878733339003304,0.5509259425610686,0.0,1,Cable,31
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,139.33221105325924,-113.43672099741192,-20.81761849493703,10.723471731011585,28.79959420119934,0.5635421075530367,0.0,1,Cable,39
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,133.45275403663365,-114.34603751527021,-6.495940128976276,5.388028685479981,14.495133391877403,0.22777307977766093,0.0,1,Cable,13
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,125.65452735367384,-100.21765383483225,-11.563613453402386,9.4756151271838,25.78926651673912,0.46406982520827,0.0,1,Cable,27
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,131.11104019636062,-84.91071840604852,-20.330600687103825,22.266852384655394,60.04629376117072,1.375908334866164,0.0,1,Cable,50
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,151.4780568889397,-65.7865812499187,-5.497883013195489,4.676839296740525,12.620672701686473,0.39994829440306745,0.0,1,Cable,9
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,166.62325839720273,-39.38778426571295,-9.587463072931243,0.45068580377071044,1.3059597503687925,0.1421466992922209,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,167.73941706708706,-36.95153329776633,-18.433166984326817,1.7359338693213147,4.621478523994938,0.44032410434715885,0.0,1,Cable,5
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,169.27242317594664,-33.654008241586794,-27.236248741372094,7.548629882992742,20.206761555516714,2.0223545669025924,0.0,1,Cable,10
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,201.19473130902475,53.16869135018712,-8.32014736077884,1.5778352909156013,3.9482502618140956,0.553499445341572,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,175.51612525757668,34.02466356770957,-2.2328207680503738,0.7531909564101227,2.1166500869296243,0.20812945860349874,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,195.6301862151887,37.33872676278949,-19.43995510044736,0.8447234408569955,1.8952214938348604,0.20015280530961377,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,164.933649309108,5.573167614663939,-5.4859355210904415,0.48435615194705406,1.1403176793268317,0.13529322148068346,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,160.08572648257214,-21.873349687001777,-2.226996176657395,2.156466108148038,6.109985310400976,0.6590035027730343,0.0,1,Cable,3
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,155.97309655742816,-18.68150752703379,-7.984912689465327,6.049479068145615,16.464737757819407,1.7215104283874147,0.0,1,Cable,10
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,172.26801251990577,-24.861129911249883,-17.189629437980496,1.9280048608672757,5.093325130485052,0.5583219694022503,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,152.8269720792474,-26.48246891984639,-17.948616688530027,2.376708706844198,6.324688911293848,0.7319881020728047,0.0,1,Cable,6
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,149.15442201184243,-87.06642668528451,-20.291197357736486,5.249461390162367,14.152417569545833,0.3947625982636396,0.0,1,Cable,12
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,128.61842909126204,-106.6612265023947,-6.399708104719909,7.112781503904827,19.35135630679933,0.2608340154999329,0.0,1,Cable,9
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,142.46326003773225,-69.42603579178018,-5.631807733814439,1.5210052910493062,4.182207350353693,0.1550026464820169,0.0,1,Cable,5
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,170.79376469559043,-28.041931702189782,-8.37431021601763,1.185916112926492,2.958469801672983,0.20881354682009778,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,201.76210664877865,106.01050520864163,-10.307893809788887,1.2847384559867123,3.430795555236429,0.5144547591223603,0.0,1,Cable,4
5,-140508.953125,-29302.34765625,14938.9287109375,-58.1540641784668,210.68127900016302,128.7342920750304,11.649229173282835,2.661930139075821,7.079891024645036,1.1449894637632916,0.0,1,Cable,4
